nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,pose_score
150.3125,184.0625,156.5625,176.25,144.0625,176.25,172.1875,173.125,139.375,174.6875,198.75,207.5,136.25,212.1875,214.375,270.0,120.625,263.75,184.6875,229.375,126.875,213.75,190.9375,315.3125,156.5625,312.1875,194.0625,404.375,140.9375,368.4375,206.5625,480.9375,158.125,410.625,0.8566394
148.75,184.0625,156.5625,176.25,144.0625,176.25,173.75,174.6875,139.375,174.6875,201.875,209.0625,137.8125,212.1875,214.375,270.0,123.75,263.75,181.5625,235.625,128.4375,216.875,194.0625,316.875,158.125,312.1875,195.625,405.9375,142.5,366.875,206.5625,480.9375,158.125,409.0625,0.8559555
153.4375,182.5,161.25,174.6875,148.75,176.25,175.3125,173.125,142.5,174.6875,203.4375,209.0625,137.8125,210.625,215.9375,271.5625,123.75,263.75,180.0,232.5,131.5625,216.875,195.625,315.3125,158.125,310.625,195.625,404.375,142.5,363.75,206.5625,482.5,156.5625,409.0625,0.85184735
155.0,184.0625,162.8125,176.25,150.3125,177.8125,178.4375,174.6875,144.0625,174.6875,206.5625,209.0625,139.375,212.1875,215.9375,270.0,125.3125,263.75,184.6875,238.75,130.0,218.4375,195.625,315.3125,158.125,309.0625,197.1875,402.8125,140.9375,363.75,206.5625,482.5,156.5625,409.0625,0.8286289
159.6875,188.75,167.5,179.375,153.4375,179.375,180.0,176.25,145.625,176.25,208.125,210.625,136.25,207.5,215.9375,271.5625,125.3125,263.75,190.9375,246.5625,130.0,226.25,197.1875,313.75,158.125,305.9375,197.1875,402.8125,137.8125,362.1875,206.5625,482.5,156.5625,405.9375,0.82641715
164.375,188.75,170.625,180.9375,156.5625,179.375,184.6875,177.8125,148.75,176.25,211.25,213.75,137.8125,209.0625,214.375,274.6875,125.3125,265.3125,187.8125,234.0625,131.5625,227.8125,197.1875,313.75,158.125,307.5,198.75,402.8125,134.6875,362.1875,206.5625,482.5,156.5625,405.9375,0.8287717
161.25,191.875,167.5,184.0625,155.0,184.0625,183.125,179.375,150.3125,177.8125,212.8125,213.75,137.8125,210.625,212.8125,274.6875,125.3125,266.875,187.8125,232.5,131.5625,226.25,198.75,313.75,159.6875,309.0625,197.1875,402.8125,133.125,363.75,206.5625,482.5,156.5625,405.9375,0.8250105
161.25,190.3125,167.5,182.5,156.5625,182.5,183.125,180.9375,151.875,177.8125,214.375,216.875,140.9375,212.1875,211.25,276.25,126.875,268.4375,187.8125,230.9375,133.125,224.6875,197.1875,315.3125,158.125,309.0625,197.1875,402.8125,133.125,363.75,206.5625,480.9375,156.5625,405.9375,0.7997777
159.6875,191.875,165.9375,184.0625,156.5625,184.0625,183.125,182.5,153.4375,180.9375,214.375,218.4375,139.375,213.75,208.125,276.25,130.0,270.0,186.25,230.9375,136.25,230.9375,197.1875,316.875,158.125,310.625,195.625,402.8125,130.0,363.75,206.5625,480.9375,156.5625,405.9375,0.79017806
161.25,191.875,167.5,185.625,158.125,185.625,183.125,184.0625,155.0,182.5,212.8125,220.0,139.375,215.3125,208.125,274.6875,131.5625,268.4375,186.25,235.625,133.125,223.125,195.625,318.4375,156.5625,312.1875,195.625,404.375,131.5625,365.3125,206.5625,480.9375,156.5625,407.5,0.7611299
164.375,191.875,170.625,185.625,159.6875,185.625,183.125,184.0625,151.875,182.5,209.6875,220.0,137.8125,213.75,208.125,270.0,133.125,263.75,186.25,251.25,134.6875,232.5,194.0625,318.4375,156.5625,312.1875,194.0625,404.375,130.0,365.3125,206.5625,480.9375,156.5625,409.0625,0.7553427
164.375,193.4375,170.625,185.625,159.6875,185.625,181.5625,184.0625,150.3125,182.5,208.125,218.4375,136.25,213.75,206.5625,273.125,133.125,263.75,187.8125,252.8125,136.25,232.5,190.9375,318.4375,153.4375,313.75,194.0625,404.375,128.4375,368.4375,206.5625,479.375,156.5625,409.0625,0.78023845
