nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,pose_score
328.3125,284.765625,336.125,273.046875,324.40625,273.046875,365.421875,267.1875,369.328125,269.140625,398.625,321.875,381.046875,319.921875,451.359375,409.765625,400.578125,396.09375,392.765625,470.3125,361.515625,437.109375,394.71875,474.21875,404.484375,470.3125,334.171875,595.3125,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7613992
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,673.4375,0.76165324
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7621739
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7616697
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.76164705
328.3125,284.765625,336.125,271.09375,324.40625,273.046875,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,439.0625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7624647
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,439.0625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7633508
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,439.0625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7640001
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,439.0625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7639917
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,439.0625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7639917
328.3125,284.765625,336.125,271.09375,324.40625,271.09375,365.421875,267.1875,371.28125,267.1875,396.671875,321.875,381.046875,319.921875,451.359375,409.765625,402.53125,396.09375,392.765625,470.3125,363.46875,441.015625,392.765625,474.21875,404.484375,470.3125,334.171875,597.265625,424.015625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7635979
328.3125,284.765625,336.125,273.046875,324.40625,273.046875,365.421875,267.1875,371.28125,267.1875,398.625,323.828125,379.09375,317.96875,453.3125,409.765625,400.578125,394.140625,392.765625,470.3125,357.609375,433.203125,392.765625,474.21875,404.484375,472.265625,334.171875,595.3125,422.0625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7776951
328.3125,284.765625,336.125,273.046875,324.40625,273.046875,365.421875,267.1875,371.28125,267.1875,398.625,321.875,379.09375,317.96875,453.3125,409.765625,400.578125,394.140625,392.765625,470.3125,357.609375,433.203125,390.8125,474.21875,404.484375,472.265625,334.171875,595.3125,422.0625,573.828125,334.171875,737.890625,459.171875,671.484375,0.7766568
328.3125,284.765625,336.125,271.09375,324.40625,273.046875,363.46875,267.1875,371.28125,267.1875,396.671875,321.875,383.0,317.96875,451.359375,411.71875,402.53125,396.09375,390.8125,470.3125,359.5625,437.109375,392.765625,476.171875,404.484375,472.265625,332.21875,597.265625,424.015625,573.828125,334.171875,735.9375,459.171875,671.484375,0.76924425
328.3125,284.765625,338.078125,271.09375,324.40625,271.09375,363.46875,267.1875,367.375,267.1875,396.671875,321.875,379.09375,317.96875,451.359375,409.765625,402.53125,394.140625,392.765625,470.3125,361.515625,439.0625,392.765625,474.21875,404.484375,472.265625,334.171875,595.3125,422.0625,571.875,334.171875,737.890625,459.171875,671.484375,0.7666188
328.3125,280.859375,336.125,269.140625,324.40625,269.140625,359.5625,263.28125,353.703125,263.28125,396.671875,317.96875,379.09375,316.015625,451.359375,407.8125,400.578125,394.140625,390.8125,468.359375,355.65625,433.203125,392.765625,472.265625,404.484375,470.3125,334.171875,595.3125,422.0625,571.875,336.125,737.890625,459.171875,673.4375,0.74164975
258.0,218.359375,261.90625,202.734375,258.0,202.734375,289.25,198.828125,306.828125,196.875,330.265625,259.375,340.03125,251.5625,291.203125,353.125,302.921875,337.5,252.140625,280.859375,258.0,302.34375,328.3125,429.296875,357.609375,425.390625,273.625,560.15625,353.703125,538.671875,256.046875,710.546875,406.4375,640.234375,0.75209284
259.953125,220.3125,263.859375,206.640625,258.0,208.59375,295.109375,200.78125,310.734375,202.734375,332.21875,259.375,345.890625,253.515625,300.96875,355.078125,302.921875,335.546875,258.0,278.90625,261.90625,294.53125,330.265625,431.25,361.515625,427.34375,279.484375,562.109375,357.609375,538.671875,258.0,708.59375,410.34375,640.234375,0.77382433
