nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,pose_score
402.71994,120.44204,412.4085,107.043816,398.92017,109.35017,447.39236,106.2401,403.1142,114.61324,497.6193,142.57774,435.79733,178.59877,564.89935,223.726,428.85983,266.65286,499.2362,206.74945,401.4939,209.27339,542.59937,330.2114,514.1282,337.2296,483.1285,481.94675,502.70383,474.29697,535.3306,568.9019,535.86224,560.7618,0.6337357
402.61053,120.368576,412.28647,106.96554,398.8222,109.320305,447.44067,106.155594,403.13647,114.64115,497.5525,142.64418,435.82584,178.62773,564.9172,223.68633,428.82687,266.6652,499.1862,206.73389,401.4436,209.26715,542.60815,330.13412,514.17737,337.19482,483.10318,481.92688,502.67804,474.2441,535.2833,568.8322,535.93524,560.68506,0.6345943
413.57428,125.36626,422.46594,111.91696,410.13925,115.13902,457.98843,109.74635,415.21817,120.369225,506.64703,147.16693,453.61786,180.36491,466.7524,179.24713,443.0005,272.28278,359.17538,149.21364,410.62872,209.06303,549.3241,339.28723,510.80026,342.65106,510.44656,504.50333,471.1285,447.9038,540.6101,562.7296,526.32367,541.0582,0.62417597
430.7587,117.07861,440.2814,103.34457,427.23187,105.2021,476.41046,102.719604,431.2233,109.82508,535.8095,145.16446,465.67047,175.37286,501.7138,191.67122,445.42877,282.70868,405.93335,133.64755,425.7698,213.95148,554.9236,346.49918,492.79028,345.49652,520.1481,500.18918,453.6083,457.451,541.282,568.2912,513.45874,545.54285,0.66282487
430.69876,117.01228,440.29837,103.33066,427.22534,105.26467,476.6037,102.847626,431.10458,109.97742,535.6332,144.85875,465.0327,175.60193,501.95575,191.76144,445.26846,282.81827,406.02573,133.74483,425.4769,213.91545,555.0666,346.40884,492.73547,345.6046,520.16943,499.9377,453.64188,457.4476,541.3059,568.33264,513.4417,545.5579,0.6634661
447.88046,119.91052,456.65378,105.521225,441.91977,107.58903,487.79388,103.17451,446.27228,110.93945,551.5067,146.68533,462.70004,175.96025,544.03064,219.55067,428.50806,281.42667,456.0924,139.91658,421.9191,209.5547,556.66364,346.19623,486.65518,345.48227,526.46967,497.6674,450.45255,465.9821,542.6476,568.8052,511.30914,542.4162,0.6579562
455.69458,119.40659,467.90604,105.9148,451.03317,106.69987,505.1944,106.3246,449.8768,110.972755,570.06335,156.2189,443.33713,176.34904,593.18005,249.14796,377.18976,264.09827,517.16003,169.80682,394.35495,191.89311,559.04504,348.6518,483.61346,348.9378,530.85626,495.63245,454.97513,476.7606,549.2839,570.37555,507.08978,553.38184,0.6679137
482.96567,132.38911,496.89432,120.21669,477.13962,119.55857,527.6756,122.68718,468.36932,124.11926,583.6934,186.04227,456.65973,170.22627,619.60956,287.77213,409.86874,165.05518,559.1631,271.92758,351.23856,161.70763,555.7204,364.2155,483.81335,359.573,523.9592,505.91437,463.0414,477.95193,549.4035,568.2483,509.78384,557.14044,0.64916754
482.97763,132.31717,496.65778,120.175,476.89087,119.56072,527.6644,122.71729,468.27795,124.10631,583.67017,186.01512,456.74457,170.08109,619.68726,287.72324,410.1195,165.59465,559.35187,271.94266,351.48923,162.54895,555.77673,364.4235,483.7549,359.6602,523.93567,506.12842,463.05014,478.04016,549.7448,568.1555,509.8668,557.215,0.6480686
483.96237,135.93658,497.3225,123.507576,478.19208,122.72836,531.7861,124.01399,470.6319,124.84415,590.3669,190.12158,462.63547,168.3382,619.2311,285.1438,408.4551,184.2036,564.1569,324.3717,368.6568,171.93192,552.323,364.60266,479.6449,356.86612,516.5665,511.60483,466.39542,475.33646,539.8248,567.79114,509.31552,553.80756,0.6595484
482.10895,140.70784,495.23077,128.18991,477.85858,126.61721,533.0936,126.61047,472.2419,125.17877,596.2852,196.24284,472.0288,167.16039,614.5946,294.4487,385.57462,215.59239,545.39087,353.5444,422.39618,172.94337,540.7585,372.23553,480.70752,359.051,492.56668,528.4755,458.18735,471.36032,525.4898,571.5599,530.1892,544.4179,0.62387866
476.27475,144.57022,488.76367,131.15523,471.82193,129.95078,526.6652,128.36858,468.97055,127.61737,582.6422,195.95898,485.80045,174.01566,593.3261,313.4522,405.3736,221.95535,503.6962,331.37384,423.09927,181.74959,536.43915,376.76334,482.3293,363.01068,488.05597,530.7077,454.67413,468.0551,527.4804,573.1721,529.25055,555.6782,0.6267136
468.70438,149.29625,479.59378,136.47916,465.8294,135.28241,518.04047,134.97897,471.19382,132.10368,571.6333,217.36789,500.07538,178.09695,509.42667,329.6085,455.41,219.78297,429.84982,268.76508,437.78394,198.1965,539.32166,382.67642,489.6439,362.3403,485.76764,529.3402,452.0228,461.47958,527.9396,570.0203,528.48914,555.7232,0.64148855
465.55032,150.38004,476.12976,138.79947,462.86163,136.33508,514.4251,137.81552,480.496,133.82385,558.7229,231.14407,510.83475,171.72435,483.85568,314.62466,465.77982,167.60948,408.78357,230.56654,419.20975,183.11032,543.3697,385.77896,494.3487,362.2595,484.92117,528.3616,452.60223,460.32986,529.0705,570.93414,536.80927,556.2708,0.65079516
458.6485,149.54704,468.88257,137.15337,455.50092,136.03877,507.18265,136.72853,467.52423,133.54602,550.2066,216.57225,512.8634,179.76422,483.2846,313.56528,479.1759,187.15129,417.57724,221.111,430.00717,184.97688,544.53644,383.95834,500.6473,366.39322,482.88608,528.39197,456.96445,457.97906,528.3478,573.10956,545.73956,556.4173,0.6606108
